text,date,phase,source,cleaned_text
"I think assumptions are doing a lot of heavy lifting here. I think The Stare happens for a variety of reasons, but a lot of the time it's just a young person not quite knowing HOW they're supposed to respond and freezing up.

For younger folks who are wondering ""why are they asking these dumb questions with obvious answers?""
Us geriatric 35-year-olds are conserving energy by doing some things on autopilot. Like asking for directions is kind of a script that activates, and if you don't take control of that particular metaphorical self-driving car in time to course correct, you will crash right into ""Excuse me, do you work here?"" as the starter for a person who very obviously work there. Yes, you're right. You very obviously work there. They know you do. It's in the same vein as ending a phonecall with ""bye, I love you"" out of habit, and ending up being very accidentally affectionate with your boss, the realtor, the pizza place etc.

To further explain, older generations usually don't hype themselves up and internally go over what they say before they approach. A lot of the time they don't even lie awake at night, thinking about that weird thing they said to you. Unbelievable, I know.",2026-01-15T13:54:37Z,after,youtube,i think assumptions are doing a lot of heavy lifting here i think the stare happens for a variety of reasons but a lot of the time its just a young person not quite knowing how theyre supposed to respond and freezing up for younger folks who are wondering why are they asking these dumb questions with obvious answers us geriatric yearolds are conserving energy by doing some things on autopilot like asking for directions is kind of a script that activates and if you dont take control of that particular metaphorical selfdriving car in time to course correct you will crash right into excuse me do you work here as the starter for a person who very obviously work there yes youre right you very obviously work there they know you do its in the same vein as ending a phonecall with bye i love you out of habit and ending up being very accidentally affectionate with your boss the realtor the pizza place etc to further explain older generations usually dont hype themselves up and internally go over what they say before they approach a lot of the time they dont even lie awake at night thinking about that weird thing they said to you unbelievable i know
*As they stare insert the old modem sounds.* More fun!😂,2026-01-13T18:50:14Z,after,youtube,as they stare insert the old modem sounds more fun
"Cant interact with humans in real life.
Too addicted to social media 
And yes its rude and makes them look stupid",2026-01-12T16:47:58Z,after,youtube,cant interact with humans in real life too addicted to social media and yes its rude and makes them look stupid
It's just retarded.,2026-01-08T23:12:59Z,after,youtube,its just retarded
"They have absolutely no social social skills can't explain or give a decent answer to anything...dumbass gen.
When they stare at me unwarranted I call them out on it so everyone can hear...dumb rude sh*ts",2026-01-05T03:44:03Z,after,youtube,they have absolutely no social social skills cant explain or give a decent answer to anythingdumbass gen when they stare at me unwarranted i call them out on it so everyone can heardumb rude shts
"Being the weird (uncool/different) kid in school, this is the stare u get after naively trying interact with the mean/cool girls, usually done to humor their friends, which is when u realise they don’t care about u or anything u have to say, and u move with ur life 😂 as an adult tho it’s the kinda behaviour that might get u slapped 😂",2026-01-04T19:33:35Z,after,youtube,being the weird uncooldifferent kid in school this is the stare u get after naively trying interact with the meancool girls usually done to humor their friends which is when u realise they dont care about u or anything u have to say and u move with ur life as an adult tho its the kinda behaviour that might get u slapped
Yeah this only exists on the Internet 😂 what a bunch of bullshit.,2026-01-04T07:06:13Z,after,youtube,yeah this only exists on the internet what a bunch of bullshit
They won't look you in the eyes though.,2026-01-03T16:31:03Z,after,youtube,they wont look you in the eyes though
They can't even look up from their phone when you talk to them.,2025-12-29T11:30:34Z,after,youtube,they cant even look up from their phone when you talk to them
"When it comes to business, they'll lose mine if their staff act like this.
In my personal life, bring back bullying",2025-12-27T05:41:34Z,after,youtube,when it comes to business theyll lose mine if their staff act like this in my personal life bring back bullying
"Things have not been the same since COVID, the workplace has changed drastically in many industries, and it’s affected a lot of how people work and how it’s been for a very long time now.  It’s affected us socially in the worse way possible in my opinion, though I’m sure pretty much everyone agrees.  This might not be the exact reason for the Gen Z stare, since we’ve become more and more Tech oriented as a society anyway,  but the past few years have been anything but normal.",2025-12-20T08:34:09Z,after,youtube,things have not been the same since covid the workplace has changed drastically in many industries and its affected a lot of how people work and how its been for a very long time now its affected us socially in the worse way possible in my opinion though im sure pretty much everyone agrees this might not be the exact reason for the gen z stare since weve become more and more tech oriented as a society anyway but the past few years have been anything but normal
undeveloped,2025-12-16T18:18:57Z,after,youtube,undeveloped
Prisoner to your device stripped time away from actual in-person interaction?,2025-12-14T17:24:40Z,after,youtube,prisoner to your device stripped time away from actual inperson interaction
Tablet kids.,2025-12-14T04:31:35Z,after,youtube,tablet kids
Just encounter one today. Rude.,2025-12-10T19:37:07Z,after,youtube,just encounter one today rude
Nah if you get the stare for saying hi or hello its because you're a middle manager or hr whos gonna criticize you for something small or ask you to do something extra so they dont have to do their job,2025-12-10T13:59:44Z,after,youtube,nah if you get the stare for saying hi or hello its because youre a middle manager or hr whos gonna criticize you for something small or ask you to do something extra so they dont have to do their job
Rude,2025-12-10T03:51:25Z,after,youtube,rude
"Various factors, including mental illness, drug use, and extreme stress, can cause this expression.",2025-12-09T23:04:59Z,after,youtube,various factors including mental illness drug use and extreme stress can cause this expression
It's called Idiocracy of everyone their looking at,2025-12-08T19:59:22Z,after,youtube,its called idiocracy of everyone their looking at
I dont get it.  So is gen z being rude or are they stupid?,2025-12-06T05:35:25Z,after,youtube,i dont get it so is gen z being rude or are they stupid
Wait is this real? A real thing? Should I be concerned?,2025-12-05T18:43:30Z,after,youtube,wait is this real a real thing should i be concerned
"If some idiot does that crap they need to be called out. If you go fishing, don't be surprised if you catch a fish",2025-12-05T00:12:55Z,after,youtube,if some idiot does that crap they need to be called out if you go fishing dont be surprised if you catch a fish
It's just rude.,2025-12-04T02:28:58Z,after,youtube,its just rude
As a teacher of young adults yeah its like zombieville in class.,2025-12-03T22:06:02Z,after,youtube,as a teacher of young adults yeah its like zombieville in class
"This problem only exists in america💀
Maybe start looking for causes instead of dishing out complaints",2025-12-02T11:31:09Z,after,youtube,this problem only exists in america maybe start looking for causes instead of dishing out complaints
