text,date,phase,source
"It's rude. Learn how to communicate. If someome says something obnoxious to me, I let them know, then no one is confused and hopefullythry think about it. If I don't want to be at the job, I find a way to change that as fast as possible but still do my best and learn something while there. I'm in a rural area, there aren't many options like the more urban scenes that are depicted here. I still find a way because of my motivation.

Also, if we are giving grace to people to be rude because and stare without normal human engagement because ""they are overwhelmed"" then maybe the people doing the stare should accept that the people asking them what they consider stupid questions have been overwhelmed for much longer and may have overlooked the cookies. Be human and get over yourself. Your time will come to be irritated by the younger generation and you will probably reflect on your actions. I've always chosen to be respectful of people regardless of generation unless they personally are creating a problem,  and I can tell you that can happen with every age group.",2025-10-10T18:38:24Z,after,youtube
The next generation is just straight retards. I’m 25 I’m not far removed and I look at people 20 years or younger and they are just inept at everything including normal social interactions.,2025-10-10T10:52:30Z,after,youtube
Rude.,2025-10-08T01:12:17Z,after,youtube
"My younger son is Gen Z, he flunked out of college during COVID. He got a full time job at $10/hr. in a small business,  and four years later, he makes 3 times that much and loves his job. It is a difficult, and dirty job-- he is covered with dust and dirt and his hands are rough and stained.  But, he is cheerful, and has a great attitude, and he is happy at work.  He speaks to people, interacts well with them, and smiles and laughs often. His employer says that he is the best employee he has ever had.",2025-10-04T12:12:16Z,after,youtube
Gen z stare tax.... 7$ everytime u catch them staring that way lol,2025-10-02T19:41:13Z,after,youtube
"Only if it’s a legitimate stare to a stupid question. But most of Gen Z are stupid. They want to change the world, but they can’t even read.",2025-10-01T22:49:04Z,after,youtube
This extends beyond gen z also. A lot of adults far older are doing it. People are just assholes these days,2025-10-01T13:24:44Z,after,youtube
"It's rude imo. Their parents act a little bit like this and don't prompt their kids to engage with other kids. As a hockey coach I say hi to 20 players individually and 18 will just stare at me.....individually, like a GTA NPC.",2025-09-30T17:22:43Z,after,youtube
"When I get that stare, I respond with slightly tilting my head, raising my eyebrows and silently staring back at them. They start to panic.",2025-09-28T18:25:40Z,after,youtube
I hate Gen z,2025-09-26T07:25:25Z,after,youtube
"Millennial weigh-in here: why do they do this? Like the “millennial pause” it’s caused by a societal thing. What did we do to them? Like, we gotta stop this weird cycle of blaming the next generation for “stupid” habits that they probably picked up for a very real reason.",2025-09-25T04:30:36Z,after,youtube
Gen Z do lack communication skills at workplace and work ethics … they are not taught to take things seriously,2025-09-24T21:14:52Z,after,youtube
"Gen Z, ""Breed out"".
By the fall in marriage rates, looks like you're well on track",2025-09-22T22:17:33Z,after,youtube
they have to think first how many blood pumps they gonna give to their hearts for a almost functional social situation.,2025-09-20T00:52:48Z,after,youtube
It might be caused by too.much screentime. Like reality has just become another screen,2025-09-19T04:42:28Z,after,youtube
"It’s rude! Super rude and unhumane! It means “ I do not give a sh…t what you are saying to me or ask , all I want just keep staring to my phone and being a useless robot !",2025-09-17T20:13:10Z,after,youtube
It’s not real,2025-09-16T19:39:22Z,after,youtube
Smh... my manager is gen z,2025-09-16T19:17:49Z,after,youtube
“Consider quitting over the stress of  managing gen z employees” good. We don’t care about the BS or the office politics.,2025-09-14T22:02:35Z,after,youtube
Something is definitely wrong with them,2025-09-14T19:36:30Z,after,youtube
I think it’s easily solved if we just start pumping 12 gauge slugs into these worthless retards every time they give us this blank stare of buffering,2025-09-14T15:06:05Z,after,youtube
they are unintelligent,2025-09-14T03:23:12Z,after,youtube
That guy defending it because the customer is stupid. You’re not hired to shame stupid customers. Just help them asshole.,2025-09-13T18:49:46Z,after,youtube
retarded gen,2025-09-12T18:36:41Z,during,youtube
The same people who would defend disgruntled bus drivers attacking somone can't handle a stare.,2025-09-12T15:35:05Z,during,youtube
POV: when gen z realize that social skills can be monetized 🤫,2025-09-09T20:05:32Z,during,youtube
I didn’t think it was real until a trip to Walmart last month.  Got what I asked for and left thinking to myself “WTF even was that?”  One of the absolute weirdest social interactions ever and I still don’t understand,2025-09-09T03:17:57Z,during,youtube
"Sociatal norms are evolving I get and agree that to some degree it is rude, but I also can't tell you how much I hate the condescending fake kindness that most businesses instill in their employees. They are just being honest with their annoyance warranted or not. accept that either they are rude or you are stupid it is one or the other.",2025-09-08T04:11:00Z,during,youtube
They are buffering on behalf of the other person 😂,2025-09-07T18:53:56Z,before,youtube
The dumbest generation! so out of touch and think they know EVERYTHING!,2025-09-07T18:50:46Z,before,youtube
"Well don’t worry, AI is going to be the best replacement, companies will thrive and make bank, customers will finally get service. Perfect",2025-09-07T13:54:01Z,before,youtube
"Tbh, at least they are just staring at you blankly. They couldve done worse, like insult you or something 🤷‍♀️",2025-09-06T23:43:37Z,before,youtube
"i'm gen z and work in retail. i have never seen anybody do the gen z stare to somebody making small talk, and if i have, its one of our associates with special needs who are forced to make eye contact. the only time ive seen or done the ""gen z stare"" is when somebody asks me something so stupid i have to restrain myself. ts is just another excuse to try and target gen z for yalls bs",2025-09-05T03:00:15Z,before,youtube
"I think my public speaking skills have been pretty A-OK after training, and being in a title of leadership. There are times where I feel like I’ve caught myself using the stair because they’re genuinely are just some absurd questions that people can ask sometimes and it’s right there in front of their face. So there are times where I do try to not just stare and answer the question anyway, I don’t 100% think it’s because we’re growing anxious about somebody just saying hi or hello because there’s times where I’ve said hello to a certain person and reading their body language, It’s like they’re telling me without telling me “Why are you talking to me?”",2025-09-03T15:31:41Z,before,youtube
"Just a trend to show how disinterested they are, some new social phenomena will pick up on tiktok then they willl jump to that.. literal sheep",2025-09-02T07:14:04Z,before,youtube
"If the world is constantly changing and the driving force is often considered to be the generation in their 20s, then they represent the new wave. Older generations don't have the right to impose their expectations or comfort zones on others. Either go with the flow or be eroded by it.",2025-09-01T13:35:32Z,before,youtube
This action stare is lack of common sense and courtesy. Uncivilized behavior.,2025-09-01T10:57:58Z,before,youtube
I just think gen Z is overall dumb…they don’t have any notable achievements.,2025-08-31T05:31:56Z,before,youtube
It’s a sign of retardation,2025-08-30T21:22:06Z,before,youtube
"How do they interact with themselves? Both stares and says ""what"" repeatedly in vocal fry tone????",2025-08-29T18:10:07Z,before,youtube
"It's rude. Yeah, no one really likes having to do small talk, but it's the way we show other people that they have a place in this world and it's the only way to get to real discussion. If you don't speak, you will never be heard.

Also, people don't know YOUR job. You are being paid to do your job and represent the company in a positive way. And you're definitely not getting a tip if you can't even do the bare minimum for your WAGE.",2025-08-27T14:20:01Z,before,youtube
I have never seen it. There is too much generalizing about generations. I am a semi-retired Boomer with a gen z manager. We like each other.  I continue working because of her.,2025-08-27T03:32:17Z,before,youtube
NPCs,2025-08-27T03:20:48Z,before,youtube
oh look..a gen x is schooling us ...how cute.,2025-08-27T00:53:42Z,before,youtube
"Can you imagine being a child raised by a Gen Zer???  I would say to that child, request being adopted.",2025-08-26T19:48:48Z,before,youtube
"I don't know whether it's passive aggressive or ""cultural"" to GenZ, but when I get it as a customer,  I don't tip. If I, as a customer, am not entitled to your courtesy, then you aren't entitled to a tip. 

You can decide whether this is passive aggressive, or ""cultural"" to my generation.",2025-08-26T02:12:04Z,before,youtube
"No, they’re just rude AH",2025-08-25T11:49:11Z,before,youtube
